title,year,km,currency,price,location,link,ratio,model,type
Bmw Serie 1 1.6 116i Active,2007,140000,U$S,8903,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-914512509-bmw-116i-serie-1-active-2007-impecable-en-mg-bikes-_JM#position=10&search_layout=grid&type=item&tracking_id=9c8842f6-cf59-490f-a5e3-70b737e40dae,"1,61",116,i
Bmw Serie 3 2.5 323i Sportive,2007,96000,U$S,13000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-913114794-bmw-serie-3-96mil-kms-323i-325i-328i-_JM#position=12&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"1,61",323,i
Bmw Serie 1 1.5 118i Active 136cv,2017,50000,U$S,25096,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-897036653-bmw-serie-1-15-118i-active-136cv-2017-_JM#position=1&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"1,61",118,i
Bmw Serie M 3.0 M3 431cv,2016,13000,U$S,96500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-916889852-bmw-m3-bmw-m4-audi-rs3-mercedes-c63s-c63-e63-_JM#position=11&search_layout=grid&type=item&tracking_id=d23a9c2d-82c5-41b1-8a66-4e08081653f8,"1,61",,
Bmw Serie 3 2.0 318i Sedan Executive 136cv,2011,109000,U$S,11500,Escobar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920432050-bmw-serie-3-20-318i-sedan-executive-136cv-_JM#position=10&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"1,60",318,i
Bmw Serie 4 3.0 440i Coupe M Package 326cv,2018,18500,U$S,68000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-916949135-bmw-serie-4-30-440i-coupe-m-package-326cv-2018-_JM#position=32&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"1,60",440,i
Bmw Serie 1 1.6 116i 136cv,2013,85000,U$S,14774,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919770529-bmw-116i-mt-_JM#position=23&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"1,60",116,i
Bmw Serie 3 2.0 328i Executive At,2001,125000,U$S,10000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-913550885-bmw-serie-3-328i-executive-at-2001-_JM#position=11&search_layout=grid&type=item&tracking_id=7dd6d149-3a2d-4888-b147-a9def7759679,"1,60",328,i
Bmw X6 3.0 Xdrive 35i Pure Extravagance,2017,15000,U$S,84000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-921728635-bmw-x6-35i-_JM#position=11&search_layout=grid&type=item&tracking_id=e4cd9b26-c1c3-4b2b-a654-4787aa067e11,"1,60",,
Bmw Serie 3 2.0 320d Selective,1999,220000,U$S,5677,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-911342897-bmw-serie-3-20-320d-selective-1999-_JM#position=2&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"1,60",320,d
Bmw Serie 4 2.0 428i Sport 245cv,2015,21000,U$S,60000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-917701318-bmw-serie-4-20-428i-sport-245cv-2015-_JM#position=29&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"1,60",428,i
Bmw Serie 3 2.0 328i Executive At,1999,125000,U$S,10000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-903884431-bmw-serie-3-20-328i-executive-at-1999-permuto-_JM#position=30&search_layout=grid&type=item&tracking_id=74f8fa62-043c-4006-9185-9ba5eef1423b,"1,60",328,i
Bmw Serie 1 1.6 118i Urban 170cv At,2012,90000,U$S,14000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-917194507-bmw-serie-1-16-118i-urban-170cv-at-_JM#position=6&search_layout=grid&type=item&tracking_id=170d3f83-75bf-4ac6-a8de-6804cea4eee0,"1,60",118,i
Bmw Serie 1 1.6 116i Active,2007,150000,U$S,8387,Godoy Cruz - Mendoza,https://auto.mercadolibre.com.ar/MLA-901892666-bmw-serie-1-116-active-5-puertas-unico-por-su-estado-_JM#position=31&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"1,60",116,i
Bmw Serie 1 2.0 118i Active 136cv,2010,120000,U$S,10500,Hurlingham - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-861716220-bmw-118i-mt-5-ptas-nafta-2010-_JM#position=20&search_layout=grid&type=item&tracking_id=1b4788cb-3de7-41d9-b1b8-706253351827,"1,60",118,i
Bmw Serie 3 2.8 328 Ci Coupe Executive,2001,140000,U$S,8967,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-921502952-bmw-serie-3-328i-coupe-at-dorado-charliebrokers-_JM#position=28&search_layout=grid&type=item&tracking_id=170d3f83-75bf-4ac6-a8de-6804cea4eee0,"1,59",,
Bmw Serie 3 1.8 318ti Compact,1997,216200,U$S,5806,Avellaneda - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-920726364-bmw-serie-3-18-318ti-compact-1997-_JM#position=37&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"1,59",,
Bmw Serie 1 1.6 120i Sport Line 177cv,2016,51000,U$S,24900,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-916397089-bmw-serie-1-16-120i-sport-line-177cv-2016-_JM#position=5&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"1,59",120,i
Bmw Serie 2 2.0 220i Sport Line 184cv,2019,29000,U$S,43900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918975406-bmw-220i-sport-line-184cv-_JM#position=45&search_layout=grid&type=item&tracking_id=e4cd9b26-c1c3-4b2b-a654-4787aa067e11,"1,59",220,i
Bmw Serie 2 2.0 220i Sport Lci 184cv Coupã©,2019,29000,U$S,43900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918751587-bmw-serie-2-20-220i-sport-lci-184cv-coupe-_JM#position=45&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"1,59",220,i
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,2017,34000,U$S,37419,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-916317982-bmw-330-_JM#position=5&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"1,59",330,i
Bmw Serie 3 2.5 325i,1994,180000,U$S,7000,San Miguel - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-909290972-bmw-325-i-_JM#position=39&search_layout=grid&type=item&tracking_id=60b6d52f-3f76-4539-85a0-b29f08279192,"1,58",325,i
Bmw Serie 3 3.0 335i Sedan Sportive 306cv,2010,62000,U$S,20500,Mendoza - Mendoza,https://auto.mercadolibre.com.ar/MLA-918869809-bmw-335i-m-sedan-sport-30-306cv-biturbo-impecable-_JM#position=41&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"1,58",335,i
Bmw Serie 1 120 Coupe Cabrio,2010,48000,U$S,26500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-911907981-bmw-serie-1-120-coupe-cabrio-_JM#position=11&search_layout=grid&type=item&tracking_id=8a231528-a52f-4508-a2c2-753cf2074b02,"1,58",,
Bmw Serie 1 2.5 125i Coupe Executive,2011,64000,U$S,19900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920162146-bmw-125-coupe-_JM#position=12&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"1,58",125,i
Bmw Serie 3 320i Executive,2011,98000,U$S,13000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-911142570-bmw-serie-3-320i-coupe-executive-_JM#position=20&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"1,58",320,i
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2013,44000,U$S,29032,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-912587244-bmw-135-_JM#position=21&search_layout=grid&type=item&tracking_id=74f8fa62-043c-4006-9185-9ba5eef1423b,"1,58",135,i
Bmw Sedan 320i 320i,2005,141000,U$S,9032,Corrientes - Corrientes,https://auto.mercadolibre.com.ar/MLA-910897140-bmw-sedan-320i-320i-_JM#position=48&search_layout=grid&type=item&tracking_id=71056db2-c4a2-450a-bc98-7ecd0fd27254,"1,57",320,i
Bmw Serie 1 1.6 116i 136cv At,2013,87000,U$S,14700,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-914961126-bmw-116i-16turbo-136hp-lnueva-caja-automatica-zf-8-marchas-_JM#position=3&search_layout=grid&type=item&tracking_id=74f8fa62-043c-4006-9185-9ba5eef1423b,"1,57",116,i
Bmw Serie 3 3.0 335i Sedan M Package At 306cv,2014,32000,U$S,40000,Cipolletti - Río Negro,https://auto.mercadolibre.com.ar/MLA-918184367-bmw-335i-biturbo-_JM#position=6&search_layout=grid&type=item&tracking_id=7ecbb697-c145-4310-8af8-de91e0849cd2,"1,57",335,i
Bmw Mini Cooper S,2008,120000,U$S,10645,Villa María - Córdoba,https://auto.mercadolibre.com.ar/MLA-916880078-bmw-mini-cooper-s-_JM#position=9&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"1,57",,
Bmw Serie 1 1.6 118i Sport 170cv,2014,71000,U$S,18064,San Justo - Córdoba,https://auto.mercadolibre.com.ar/MLA-915995172-bmw-serie-1-16-118i-sport-170cv-2014-_JM#position=8&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"1,57",118,i
Bmw Serie 3 2.5 323i Sedan Active,2009,105000,U$S,12200,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-919088217-bmw-serie-3-25-323i-sedan-active-2009-_JM#position=37&search_layout=grid&type=item&tracking_id=a6d33447-86f7-4808-901e-50358937623f,"1,57",323,i
Bmw Serie 3 2.0 320d Executive,2001,180000,U$S,7096,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-916601085-bmw-serie-3-20-320d-executive-2001-_JM#position=15&search_layout=grid&type=item&tracking_id=60b6d52f-3f76-4539-85a0-b29f08279192,"1,57",320,d
Bmw Serie 3 2.0 320i Sedan Executive,2010,100000,U$S,12838,San Miguel - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918984616-bmw-320i-2010-cuero-manual-_JM#position=41&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"1,57",320,i
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,2018,28984,U$S,44516,Lanús - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-919409060-bmw-330i-sport-2018-_JM#position=14&search_layout=grid&type=item&tracking_id=7ecbb697-c145-4310-8af8-de91e0849cd2,"1,56",330,i
Bmw Serie 3 2.0 320i Sedan 184cv,2013,70000,U$S,18387,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-915126300-bmw-serie-3-20-320i-sedan-184cv-2013-_JM#position=8&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"1,56",320,i
Bmw Serie 1 1.6 120i M Package 177cv,2017,46080,U$S,28000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-921399364-bmw-serie-1-2017-16-120i-m-package-177cv-hoffen-_JM#position=16&search_layout=grid&type=item&tracking_id=e7b70bfe-b7d8-435d-87f2-427a89e0b48b,"1,56",120,i
Bmw Serie 1 2.0 120i Active 156cv,2010,114000,U$S,11290,Victoria - Entre Ríos,https://auto.mercadolibre.com.ar/MLA-915847397-bmw-120-i-automatico-_JM#position=48&search_layout=grid&type=item&tracking_id=2c8c8474-7179-468d-9936-43e7ecf05376,"1,56",120,i
Bmw Serie M 4.0 M3 Coupe 420cv,2009,33000,U$S,39000,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-916349879-bmw-serie-m-40-m3-coupe-420cv-2009-_JM#position=47&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"1,56",,
Bmw X1 18i 140cv,2018,37000,U$S,35000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-914911190-bmw-x1-18i-140cv-_JM#position=9&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"1,56",,
Bmw Serie 3 2.0 320i Sedan 184cv,2013,59000,U$S,21900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920000875-bmw-320i-2013-323-325-330-328-120-118-a4-c200-abasto-motors-_JM#position=28&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"1,56",320,i
Bmw Serie 1 1.5 118i Active 136cv,2017,55000,U$S,23548,Gualeguaychú - Entre Ríos,https://auto.mercadolibre.com.ar/MLA-915996485-bmw-serie-1-15-118i-active-136cv-2017-_JM#position=26&search_layout=grid&type=item&tracking_id=8a231528-a52f-4508-a2c2-753cf2074b02,"1,56",118,i
Bmw 325i 325i Coupe Sportive,2008,100000,U$S,12903,Formosa - Formosa,https://auto.mercadolibre.com.ar/MLA-884609847-bmw-_JM#position=42&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"1,56",325,i
Bmw Serie 3 3.0 335i Coupe Sportive 306cv,2009,48000,U$S,26900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920037384-bmw-335i-coupe-2009-48000-kms-_JM#position=9&search_layout=grid&type=item&tracking_id=7dd6d149-3a2d-4888-b147-a9def7759679,"1,56",335,i
Bmw Serie 1 2.0 120i Active 156cv,2011,115000,U$S,11290,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-914332673-bmw-serie-1-20-120i-active-156cv-2011-_JM#position=16&search_layout=grid&type=item&tracking_id=a6d33447-86f7-4808-901e-50358937623f,"1,55",120,i
Bmw Serie 3 2.5 323i Active Stept,2007,122000,U$S,10645,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-916171920-bmw-serie-3-25-323i-active-stept-carhaus-_JM#position=4&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"1,55",323,i
Bmw Serie 3 2.5 323i Sedan Active,2008,130000,U$S,10000,Cañuelas - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-918811056-bmw-serie-3-25-323i-sedan-active-2008-_JM#position=11&search_layout=grid&type=item&tracking_id=588cfcd6-e721-471f-982b-d86e5dbdacf6,"1,54",323,i
Bmw Serie 3 2.0 320d Executive,2000,185000,U$S,7000,Gualeguay - Entre Ríos,https://auto.mercadolibre.com.ar/MLA-917528605-bmw-serie-3-20-320d-executive-2000-_JM#position=30&search_layout=grid&type=item&tracking_id=e4cd9b26-c1c3-4b2b-a654-4787aa067e11,"1,54",320,d
Bmw Serie 1 1.5 118i Active 136cv,2018,49000,U$S,26774,Mendoza - Mendoza,https://auto.mercadolibre.com.ar/MLA-918484865-bmw-serie-1-15-118i-active-136cv-2018-_JM#position=36&search_layout=grid&type=item&tracking_id=eb64105c-d94b-4307-a60a-5426e290f636,"1,54",118,i
Bmw Serie 5 3.0 523i At,1999,168000,U$S,7741,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-904979859-bmw-523i-_JM#position=45&search_layout=grid&type=item&tracking_id=162cb925-6f36-4bac-a5bf-71f7530dc408,"1,54",523,i
Bmw Serie 1 Bmw 140 I,2017,29500,U$S,44500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-916748027-bmw-140-bmw-m140i-bmw-140i-bmw-240-m240i-235-m235i-_JM#position=43&search_layout=grid&type=item&tracking_id=eb64105c-d94b-4307-a60a-5426e290f636,"1,54",,
Bmw Serie 1 1.6 118i Sport 170cv,2012,77500,U$S,16900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-917995431-bmw-serie-1-16-118i-sport-170cv-2012-_JM#position=2&search_layout=grid&type=item&tracking_id=eb64105c-d94b-4307-a60a-5426e290f636,"1,54",118,i
Bmw Serie 3 2.0 320i Sedan Executive,2010,110000,U$S,11900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919175150-bmw-320-executive-_JM#position=44&search_layout=grid&type=item&tracking_id=74f8fa62-043c-4006-9185-9ba5eef1423b,"1,54",320,i
Bmw Serie 3 2.0 328i Executive At,2001,225000,U$S,5800,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-917303743-bmw-serie-3-20-328i-executive-at-2001-_JM#position=17&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"1,53",328,i
Bmw Serie 3 2.0 320i Sedan Active Stept,2009,116000,U$S,11300,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919362642-bmw-serie-3-20-320i-sedan-active-stept-2009-_JM#position=13&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"1,53",320,i
Bmw Serie 3 2.0 320i Sedan Active,2009,138000,U$S,9500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-915854121-bmw-serie-3-20-320i-sedan-active-2009-_JM#position=15&search_layout=grid&type=item&tracking_id=170d3f83-75bf-4ac6-a8de-6804cea4eee0,"1,53",320,i
Bmw Serie 3 2.0 328i Luxury 245cv,2013,47000,U$S,28000,Neuquén - Neuquén,https://auto.mercadolibre.com.ar/MLA-909913883-bmw-328-i-20-luxury-mod-2013-impecable-unica-mano-_JM#position=24&search_layout=grid&type=item&tracking_id=4c7d1cd4-42b3-4cc2-95c5-2d8ecca0f372,"1,53",328,i
Bmw Serie 1 1.6 116i 136cv,2012,102000,U$S,12900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920051594-bmw-116i-mt-2012-102000-kms-_JM#position=44&search_layout=grid&type=item&tracking_id=39b9ccd9-17cd-4e67-bf9b-d56348919f12,"1,53",116,i
Bmw Serie 4 2.0 430i Coupe Sportline 252cv,2017,30000,U$S,44000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920036019-bmw-430i-coupe-sport-2017-30000kms-_JM#position=5&search_layout=grid&type=item&tracking_id=9c8842f6-cf59-490f-a5e3-70b737e40dae,"1,53",430,i
Bmw Serie 1 1.6 120i Active 177cv,2016,60000,U$S,22000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-911587711-bmw-serie-1-16-120i-active-177cv-2016-_JM#position=40&search_layout=grid&type=item&tracking_id=8d214433-6522-4e23-bb95-d9a6c29bab0d,"1,53",120,i
Bmw 320 320,1979,108000,U$S,12000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-868253068-bmw-320-_JM#position=26&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"1,53",,
Bmw Serie 3 1.8 318ti Compact,1995,193000,U$S,6774,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-907008767-bmw-serie-3-18-318ti-compact-1995-_JM#position=39&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"1,53",,
Bmw Serie 1 2.0 120i Active 156cv,2009,131850,U$S,10000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-916713458-bmw-serie-1-20-120i-active-156cv-2009-_JM#position=24&search_layout=grid&type=item&tracking_id=7dd6d149-3a2d-4888-b147-a9def7759679,"1,52",120,i
Bmw Serie 1 1.5 118i Sport Line 136cv,2018,50000,U$S,26500,Santa Rosa - La Pampa,https://auto.mercadolibre.com.ar/MLA-900080960-bmw-serie-1-15-118i-sport-line-136cv-2018-_JM#position=21&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"1,52",118,i
Bmw Serie 1 2.0 118i Active 136cv,2010,132000,U$S,10000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-914200072-bmw-serie-1-active-mod10-anticipo980000-cuotas-fijas-_JM#position=44&search_layout=grid&type=item&tracking_id=2c8c8474-7179-468d-9936-43e7ecf05376,"1,52",118,i
Bmw Serie 1 1.5 118i Active 136cv,2017,50000,U$S,26500,Lomas de Zamora - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-911016825-bmw-118i-active-_JM#position=44&search_layout=grid&type=item&tracking_id=a6d33447-86f7-4808-901e-50358937623f,"1,52",118,i
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2013,51000,U$S,26000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-912334651-bmw-serie-3-20-328i-sedan-sport-245cv-2013-_JM#position=28&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"1,52",328,i
Bmw Serie 3 Sportive,2008,88200,U$S,15000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918752314-bmw-325i-coupe-sportive-2008-_JM#position=32&search_layout=grid&type=item&tracking_id=60b6d52f-3f76-4539-85a0-b29f08279192,"1,52",,
Bmw Serie 1 2.0 118i Active 136cv,2011,130000,U$S,10193,Morón - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-913531417-bmw-serie-1-20-118i-active-136cv-2011-_JM#position=4&search_layout=grid&type=item&tracking_id=71056db2-c4a2-450a-bc98-7ecd0fd27254,"1,52",118,i
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,2016,38000,U$S,35000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-916397632-bwm-330-i-modelo-2016-_JM#position=42&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"1,52",330,i
Bmw Serie 3 3.0 335i Coupe Sportive 306cv,2008,50000,U$S,26500,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-921830682-bmw-335i-coupe-2008-negro-charliebrokers-automatica-levas-_JM#position=19&search_layout=grid&type=item&tracking_id=dbb89770-2255-41e0-a6b9-d17362357f7c,"1,52",335,i
Bmw Serie 2 2.0 220i Sport Line 184cv,2016,41600,U$S,32000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919161314-bmw-220i-sport-line-at-2016-km41600--_JM#position=44&search_layout=grid&type=item&tracking_id=bf6f843e-9ed1-47bb-92ee-eac67a3bc737,"1,51",220,i
Bmw Serie 2 2.0 220i Sport Line 184cv,2017,36000,U$S,37000,Mercedes - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-921860822-bmw-220i-2017-segundo-dueno-36000-km-_JM#position=39&search_layout=grid&type=item&tracking_id=e4cd9b26-c1c3-4b2b-a654-4787aa067e11,"1,51",220,i
Bmw X1 2.0 Sdrive 18i Active 150 Cv,2012,103000,U$S,12903,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-917184469-bmw-x1-20-sdrive-18i-active-150-cv-2012-_JM#position=37&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"1,51",,
Bmw Serie 1 Sport,2018,43000,U$S,31000,Santa Fe capital - Santa Fe,https://auto.mercadolibre.com.ar/MLA-902327312-bmw-120i-sport-_JM#position=11&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"1,51",,
Bmw Serie 1 2.0 M140 Package,2018,29000,U$S,46000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-916710879-bmw-serie-1-m-140i-_JM#position=5&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"1,51",,
Bmw Serie 5 3.0 530i Executive At,2004,137000,U$S,9677,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-921297500-bmw-serie-5-30-530i-executive-at-2004-_JM#position=8&search_layout=grid&type=item&tracking_id=39b9ccd9-17cd-4e67-bf9b-d56348919f12,"1,51",530,i
Bmw Serie M 3.0 M135i,2013,36000,U$S,37130,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-905500135-bmw-serie-m-30-m135i-2013-_JM#position=16&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"1,51",135,i
Bmw Serie 1 1.6 118i Sport 170cv,2012,76400,U$S,17500,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-921898356-bmw-serie-1-16-118i-sport-170cv-2012-_JM#position=14&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"1,50",118,i
