title,year,km,currency,price,location,link,ratio,model,type
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2010,60000,U$S,28000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921409013-bmw-serie-1-25-135i-coupe-sportive-306cv-2010-_JM#position=45&search_layout=grid&type=item&tracking_id=9c8842f6-cf59-490f-a5e3-70b737e40dae,"1,20",135,i
Bmw Serie 3 3.0 335i Sedan Sportive At 306cv,2012,71000,U$S,23700,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918886767-bmw-335i-sedan-at-2012-71000kms-_JM#position=34&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"1,20",335,i
Bmw Serie 3 Exclusive,2008,120000,U$S,14000,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-918973881-bmw-325-exclusive-2008-_JM#position=46&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"1,20",,
Bmw 116i 116i,2009,180000,U$S,9354,Malvinas Argentinas - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-886507154-bmw-116i-116i-_JM#position=16&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"1,19",116,i
Bmw Serie 3 2.5 325i Sedan Executive Automática,2009,142000,U$S,11870,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-921259263-bmw-serie-3-25-325i-sedan-executive-automatica-2009-_JM#position=18&search_layout=grid&type=item&tracking_id=588cfcd6-e721-471f-982b-d86e5dbdacf6,"1,19",325,i
Bmw Serie 1 1.6 120i Sport Line 177cv,2016,64000,U$S,26451,Santiago del Estero - Santiago del Estero,https://auto.mercadolibre.com.ar/MLA-911888113-bmw-120i-sport-at-5p-2016-_JM#position=24&search_layout=grid&type=item&tracking_id=7053c39e-55a8-43c4-b9dc-291bcd50cf7e,"1,19",120,i
Bmw Serie 1 1.6 118i Sport 170cv At,2013,97200,U$S,17400,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-913998805-bmw-118i-sport-170-cv-turbo-automatico-_JM#position=20&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"1,19",118,i
Bmw Serie 1 2.0 118i Active 136cv,2010,131000,U$S,12900,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921288019-bmw-118i-sedan-2010-car-cash-_JM#position=19&search_layout=grid&type=item&tracking_id=9c8842f6-cf59-490f-a5e3-70b737e40dae,"1,19",118,i
Bmw Serie 1 3.0 130i M Sport Package,2009,95000,U$S,17800,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-911668015-bmw-130-sport-mt-2009-_JM#position=2&search_layout=grid&type=item&tracking_id=bf6f843e-9ed1-47bb-92ee-eac67a3bc737,"1,19",130,i
Bmw X3 2.5 X3 I Executive,2008,178000,U$S,9500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-917238021-bmw-x3-ejecutive-25i-_JM#position=34&search_layout=grid&type=item&tracking_id=7dd6d149-3a2d-4888-b147-a9def7759679,"1,19",,
Bmw Serie M 3.0 M3 431cv,2017,17000,U$S,100000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-918309104-bmw-m3-2017-_JM#position=32&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"1,19",,
Bmw Serie 4 3.0 440i Gran Coupe M Package 326cv,2018,27000,U$S,63000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-916014154-bmw-440i-gran-coupe-m-package-326cv-2018-roma-cars-_JM#position=39&search_layout=grid&type=item&tracking_id=dbb89770-2255-41e0-a6b9-d17362357f7c,"1,19",440,i
Bmw Serie 1 120i At,2016,68000,U$S,25000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-918629122-bmw-serie-1-2016-_JM#position=44&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"1,19",120,i
Bmw Serie 1 2.0 118d Sport 143cv,2012,97000,U$S,17500,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-883099164-bmw-serie-1-20-118d-sport-143cv-automatico-_JM#position=36&search_layout=grid&type=item&tracking_id=4c7d1cd4-42b3-4cc2-95c5-2d8ecca0f372,"1,19",118,d
Bmw X1 Executive Todo Terreno,2012,85000,U$S,20000,Lomas de Zamora - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-921533299-bmw-x1-18l-_JM#position=36&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"1,18",,
Bmw Serie 3 2.0 320i Sedan Executive,2018,53500,U$S,31900,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-909352661-bmw-serie-3-20-320i-sedan-executive-2018-_JM#position=26&search_layout=grid&type=item&tracking_id=1b4788cb-3de7-41d9-b1b8-706253351827,"1,18",320,i
Bmw X3 2.0 Xdrive 20i Executive 184cv,2013,96000,U$S,17735,San Fernando - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-917577184-bmw-x3-20-xdrive-20i-executive-184cv-2013-_JM#position=15&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"1,18",,
Bmw Serie 3 2.0 320i Sedan Executive,2011,120000,U$S,14193,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920868643-bmw-serie-3-20-320i-sedan-executive-2011-_JM#position=32&search_layout=grid&type=item&tracking_id=e4cd9b26-c1c3-4b2b-a654-4787aa067e11,"1,18",320,i
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2012,57000,U$S,29900,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921468322-bmw-serie-1-25-135i-coupe-sportive-306cv-_JM#position=22&search_layout=grid&type=item&tracking_id=8d214433-6522-4e23-bb95-d9a6c29bab0d,"1,18",135,i
Bmw Serie 1 1.6 118i Sport 170cv At,2012,126000,U$S,13548,Caseros - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921937398-bmw-serie-1-16-118i-sport-170cv-at-2012-_JM#position=26&search_layout=grid&type=item&tracking_id=6bfc6833-d49d-4746-947d-95813794a62f,"1,18",118,i
Bmw Serie 3 3.0 330i Executive Steptro.,2006,117000,U$S,14550,San Miguel - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919225710-bmw-330-i-_JM#position=1&search_layout=grid&type=item&tracking_id=588cfcd6-e721-471f-982b-d86e5dbdacf6,"1,18",330,i
Bmw Serie 1 118i 1.5,2013,93000,U$S,18387,Guaymallén - Mendoza,https://auto.mercadolibre.com.ar/MLA-921536435-bmw-118i-15-2013-_JM#position=1&search_layout=grid&type=item&tracking_id=2c8c8474-7179-468d-9936-43e7ecf05376,"1,18",118,i
Bmw Serie 5 3.0 530i Executive At,2004,160000,U$S,10645,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-914808558-bmw-serie-5-30-530i-executive-at-_JM#position=14&search_layout=grid&type=item&tracking_id=60b6d52f-3f76-4539-85a0-b29f08279192,"1,18",530,i
Bmw 125i Sport,2014,72000,U$S,23800,Hurlingham - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-872009416-bmw-125i-sport-20-l-218cv-at8-46655831-dilercars-_JM#position=47&search_layout=grid&type=item&tracking_id=170d3f83-75bf-4ac6-a8de-6804cea4eee0,"1,18",125,i
Bmw Z4 2.0 Sdrive20i 184cv,2015,22000,U$S,78000,Avellaneda - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-916243512-bmw-z4-20i-roadster-executive-ano-2015-rojo-todoautos-_JM#position=27&search_layout=grid&type=item&tracking_id=170d3f83-75bf-4ac6-a8de-6804cea4eee0,"1,17",,
Bmw Serie 1 2.0 118i Active 136cv,2010,173000,U$S,9900,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-909400745-bmw-serie-1-20-118i-active-136cv-2010-_JM#position=15&search_layout=grid&type=item&tracking_id=9c8842f6-cf59-490f-a5e3-70b737e40dae,"1,17",118,i
Bmw Serie 3 2.0 320i Sedan 184cv,2013,73000,U$S,23500,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-881933266-bmw-320i-executive-_JM#position=48&search_layout=grid&type=item&tracking_id=7053c39e-55a8-43c4-b9dc-291bcd50cf7e,"1,17",320,i
Bmw Serie 1 1.6 116i Active,2007,190000,U$S,9032,Maipú - Mendoza,https://auto.mercadolibre.com.ar/MLA-916091824-bmw-serie-1-16-116i-active-2007-_JM#position=41&search_layout=grid&type=item&tracking_id=60b6d52f-3f76-4539-85a0-b29f08279192,"1,17",116,i
Bmw 318 I 318i,2012,116000,U$S,14838,Azul - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-899053946-bmw-318-i-_JM#position=13&search_layout=grid&type=item&tracking_id=0bc28108-d04c-4f57-b68f-c1564036a831,"1,17",318,i
Bmw Serie M 3.0 M4 560cv,2017,16000,U$S,108000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-899372541-bmw-m4-_JM#position=39&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"1,17",,
Bmw Serie 1 120i Active 2.0,2016,80000,U$S,21612,Godoy Cruz - Mendoza,https://auto.mercadolibre.com.ar/MLA-898598814-bmw-120i-active-20-2016-_JM#position=27&search_layout=grid&type=item&tracking_id=a6d33447-86f7-4808-901e-50358937623f,"1,17",120,i
Bmw Serie 5 3.0 530ia Executive Stept,2009,137000,U$S,12580,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-921524630-bmw-serie-5-30-530ia-executive-stept-2009-_JM#position=39&search_layout=grid&type=item&tracking_id=d23a9c2d-82c5-41b1-8a66-4e08081653f8,"1,17",530,i
Bmw Serie 3 2.5 325i Sedan Active,2010,125000,U$S,13800,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-904702638-bmw-serie-3-25-325i-sedan-active-2010-_JM#position=2&search_layout=grid&type=item&tracking_id=dbb89770-2255-41e0-a6b9-d17362357f7c,"1,17",325,i
Bmw Serie 1 1.6 118i Sport 170cv,2013,94000,U$S,18387,Godoy Cruz - Mendoza,https://auto.mercadolibre.com.ar/MLA-863046145-bmw-118i-15-2013-_JM#position=40&search_layout=grid&type=item&tracking_id=6bfc6833-d49d-4746-947d-95813794a62f,"1,16",118,i
Bmw Serie 3 3.0 330i Executive Steptro.,2006,150000,U$S,11500,Unión - Córdoba,https://auto.mercadolibre.com.ar/MLA-914444194-bmw-serie-3-30-330i-executive-steptro-2006-_JM#position=43&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"1,16",330,i
Bmw X1 2.0 Sdrive 20i Active 184cv,2013,87000,U$S,19900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918149523-bmw-x1-20-sdrive-20i-active-184cv-2013-_JM#position=5&search_layout=grid&type=item&tracking_id=588cfcd6-e721-471f-982b-d86e5dbdacf6,"1,16",,
Bmw Serie M 3.0 M2,2017,37000,U$S,47000,Esteban Echeverría - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-907277653-bmw-serie2-30-240i-m-2017-_JM#position=45&search_layout=grid&type=item&tracking_id=74f8fa62-043c-4006-9185-9ba5eef1423b,"1,16",,
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2011,58000,U$S,29900,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-916963538-bmw-serie-1-25-135i-coupe-sportive-306cv-_JM#position=2&search_layout=grid&type=item&tracking_id=a6d33447-86f7-4808-901e-50358937623f,"1,16",135,i
Bmw 125i Sport Exclusive 2.0 Turbo,2013,71000,U$S,24500,Morón - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-917967302-bmw-serie-1-20t-125i-sport-218cv-2013-_JM#position=18&search_layout=grid&type=item&tracking_id=1b4788cb-3de7-41d9-b1b8-706253351827,"1,16",125,i
Bmw M 4,2017,21000,U$S,83000,San Fernando - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-917116185-bmw-m4-_JM#position=19&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"1,16",,
Bmw Serie 1 1.6 120i Sport Line 177cv,2016,71102,U$S,24516,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918070755-bmw-serie-1-16-120i-sport-line-177cv-183790-c-_JM#position=12&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"1,16",120,i
Bmw 530i Executive Steptronic,2007,90000,U$S,19290,Rawson - Chubut,https://auto.mercadolibre.com.ar/MLA-897113359-bmw-530i-executive-steptronic-2007-_JM#position=6&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"1,16",530,i
Bmw X5 3.0 Xdrive 35i Executive 306cv,2011,58000,U$S,30000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918851195-bmw-x5-_JM#position=23&search_layout=grid&type=item&tracking_id=7ecbb697-c145-4310-8af8-de91e0849cd2,"1,16",,
Bmw Serie 1 1.6 118i Sport 170cv,2012,100000,U$S,17419,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-921922255-bmw-118-sport-manual-2012-impecable-100-original-_JM#position=43&search_layout=grid&type=item&tracking_id=6bfc6833-d49d-4746-947d-95813794a62f,"1,16",118,i
Bmw Serie 3 2.5 325i Coupe Sportive 218cv,2013,83000,U$S,21000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918530038-bmw-serie-3-25l-325i-coupe-pack-m-nafta-2013-_JM#position=46&search_layout=grid&type=item&tracking_id=bf6f843e-9ed1-47bb-92ee-eac67a3bc737,"1,15",325,i
Bmw Serie 3 2.0 320d Sedan Active,2008,174000,U$S,10000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919413870-bmw-320-d-_JM#position=9&search_layout=grid&type=item&tracking_id=4c7d1cd4-42b3-4cc2-95c5-2d8ecca0f372,"1,15",320,d
Bmw X3 2.0 Xdrive 20i Executive 184cv,2013,77000,U$S,22700,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-914770908-bmw-x3-20i-xdrive-x1-x4-q2-q3-q5-glk-glc-gla-x5-crv-hrv-a1-_JM#position=24&search_layout=grid&type=item&tracking_id=8d214433-6522-4e23-bb95-d9a6c29bab0d,"1,15",,
Bmw Serie M 3.0 M2,2017,22500,U$S,77900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918427840-bmw-serie-m-2017-30-m2-_JM#position=21&search_layout=grid&type=item&tracking_id=7dd6d149-3a2d-4888-b147-a9def7759679,"1,15",,
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2013,70000,U$S,25000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-915887494-bmw-328i-sport-2013-_JM#position=40&search_layout=grid&type=item&tracking_id=8a231528-a52f-4508-a2c2-753cf2074b02,"1,15",328,i
Bmw Serie 3 2.0 320i Sedan Executive,2016,57500,U$S,30500,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-910248601-bmw-serie-3-32-320i-sedan-executive-2016-57500-km--_JM#position=28&search_layout=grid&type=item&tracking_id=39b9ccd9-17cd-4e67-bf9b-d56348919f12,"1,15",320,i
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,2018,40000,U$S,43900,Tres de febrero - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-916890219-bmw-330i-sport-3f-_JM#position=13&search_layout=grid&type=item&tracking_id=e7b70bfe-b7d8-435d-87f2-427a89e0b48b,"1,15",330,i
Bmw Serie 4 2.0 430i Coupe Sportline 252cv,2017,37400,U$S,47000,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-915887697-bmw-430i-coupe-_JM#position=7&search_layout=grid&type=item&tracking_id=8a231528-a52f-4508-a2c2-753cf2074b02,"1,15",430,i
Bmw Bmw 116i 2013 Bmw 116i 2013 5p,2013,135000,U$S,13000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-914672347-bmw-bmw-116i-2013-bmw-116i-2013-5p-_JM#position=43&search_layout=grid&type=item&tracking_id=71056db2-c4a2-450a-bc98-7ecd0fd27254,"1,15",116,i
Bmw Z4 23i,2012,35900,U$S,48900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-869500610-bmw-z4-23i-descapotable-2012--_JM#position=6&search_layout=grid&type=item&tracking_id=7053c39e-55a8-43c4-b9dc-291bcd50cf7e,"1,15",,
Bmw X5 3.0 Xdrive 35i 306cv Pure Excellence,2017,22000,U$S,80000,Mendoza - Mendoza,https://auto.mercadolibre.com.ar/MLA-920322809-bmw-x5-_JM#position=32&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"1,15",,
Bmw X6 3.0 Xdrive 35i Sportive 306cv,2012,44000,U$S,40000,Tandil - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-915987499-bmw-x6-30-xdrive-35i-sportive-306cv-_JM#position=40&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"1,14",,
Bmw Serie 3 2.5 325i Sedan Executive,2010,140000,U$S,12580,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919338681-bmw-serie-3-25-325i-sedan-executive-2010-_JM#position=39&search_layout=grid&type=item&tracking_id=e7b70bfe-b7d8-435d-87f2-427a89e0b48b,"1,14",325,i
Bmw Serie 3 2.0 328i Luxury 245cv,2013,72000,U$S,24500,Maipú - Mendoza,https://auto.mercadolibre.com.ar/MLA-914337413-bmw-serie-3-20-328i-luxury-245cv-2013-_JM#position=4&search_layout=grid&type=item&tracking_id=7ecbb697-c145-4310-8af8-de91e0849cd2,"1,14",328,i
Bmw Serie 2 2.0 220i Sport Line 184cv,2016,57000,U$S,31000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-911217573-bmw-220i-sport-primer-dueno-_JM#position=22&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"1,14",220,i
Bmw Serie 3 3.0 330i Sedan Sportive,2007,110000,U$S,16000,Tres de febrero - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-909950324-bmw-serie-3-30-330i-sedan-sportive-2007-_JM#position=27&search_layout=grid&type=item&tracking_id=8a231528-a52f-4508-a2c2-753cf2074b02,"1,14",330,i
Bmw Serie 1 Sport,2017,59000,U$S,30000,Mendoza - Mendoza,https://auto.mercadolibre.com.ar/MLA-914425994-bmw-120-sport-2017-_JM#position=45&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"1,14",,
Bmw Serie 2 2.0 220i Sport Line 184cv,2018,48000,U$S,36900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920043760-bmw-220i-sport-2018-48000-kms-_JM#position=16&search_layout=grid&type=item&tracking_id=39b9ccd9-17cd-4e67-bf9b-d56348919f12,"1,14",220,i
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,2016,60000,U$S,29500,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920998541-bmw-serie-3-30-330i-sedan-sport-line-252cv-2016-_JM#position=41&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"1,14",330,i
Bmw Serie 3 2.0 320d Active,2000,303000,U$S,5800,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919305333-bmw-320d-sedan-4-puertas-full-full-_JM#position=24&search_layout=grid&type=item&tracking_id=8a231528-a52f-4508-a2c2-753cf2074b02,"1,14",320,d
Bmw Serie 3 2.0 320i Sedan 184cv,2013,85700,U$S,20645,Santa Fe capital - Santa Fe,https://auto.mercadolibre.com.ar/MLA-912744198-bmw-320-i-2013-_JM#position=26&search_layout=grid&type=item&tracking_id=a6d33447-86f7-4808-901e-50358937623f,"1,14",320,i
Bmw Serie 1 Sport Motor 2.0 Turbo,2018,62500,U$S,28387,Chivilcoy - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-920799953-unico-dueno-en-garantia-de-fabrica-vdo-bmw-120i-sport-20t-_JM#position=17&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"1,14",,
Bmw X1 2.0 Xdrive 20d Executive 177cv,2012,104800,U$S,16900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-913183701-bmw-x1-20-xdrive-20d-177-cv-autoferro-bmw-_JM#position=1&search_layout=grid&type=item&tracking_id=e2282057-8367-416f-b289-b0fda0566144,"1,14",,
Bmw 120 I Active 5p,2009,183000,U$S,9670,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-913915801-bmw-120-i-2009-_JM#position=5&search_layout=grid&type=item&tracking_id=7053c39e-55a8-43c4-b9dc-291bcd50cf7e,"1,14",,
Bmw X1 2.0 Sdrive 25i Xline 231cv,2018,40000,U$S,44500,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-913853963-bmw-x1-20-sdrive-25i-xline-231cv-2018-_JM#position=26&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"1,13",,
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,2017,50200,U$S,35483,Belgrano - Santa Fe,https://auto.mercadolibre.com.ar/MLA-916598320-bmw-330-sportline-2017-_JM#position=23&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"1,13",330,i
Bmw Serie 1 2.0 120i Active 156cv,2008,250000,U$S,7096,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-913574990-bmw-serie-1-20-120i-active-156cv-2008-_JM#position=8&search_layout=grid&type=item&tracking_id=1b4788cb-3de7-41d9-b1b8-706253351827,"1,13",120,i
Bmw X1 2.0 Sdrive 25i Xline 231cv,2017,44000,U$S,40500,Alta Gracia - Córdoba,https://auto.mercadolibre.com.ar/MLA-920852199-bmw-x1-20-sdrive-25i-xline-231cv-2017-_JM#position=6&search_layout=grid&type=item&tracking_id=7dd6d149-3a2d-4888-b147-a9def7759679,"1,13",,
Bmw X1 2.0 Sdrive 20i Sportline 192cv,2017,54000,U$S,33000,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-916974118-bmw-x1-20-sdrive-20i-sportline-192cv-2017-_JM#position=2&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"1,13",,
Bmw X6 3.0 Xdrive 35i Sportive 306cv,2010,37000,U$S,48000,Moreno - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-918282972-bmw-x6-blindada-rb3-blindados-rb2-rb3-rb4-_JM#position=38&search_layout=grid&type=item&tracking_id=e7b70bfe-b7d8-435d-87f2-427a89e0b48b,"1,13",,
Bmw Serie 1 1.6 118i Sport 170cv At,2012,120000,U$S,14838,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-914405336-bmw-serie-1-16-118i-sport-170cv-at-2012-_JM#position=18&search_layout=grid&type=item&tracking_id=eb64105c-d94b-4307-a60a-5426e290f636,"1,13",118,i
Bmw Serie 1 1.6 120i Active 177cv,2016,83000,U$S,21500,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-922012205-bmw-_JM#position=26&search_layout=grid&type=item&tracking_id=fb8742ea-fdfa-4447-b6b8-63e728ce897e,"1,13",120,i
Bmw Serie 1 120i,2016,85000,U$S,21000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-913483730-bmw-serie-1-2016-_JM#position=45&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"1,13",120,i
Bmw Serie 3 2.0 320i Sedan Executive,2011,100000,U$S,17806,Posadas - Misiones,https://auto.mercadolibre.com.ar/MLA-918533536-bmw-serie-3-20-320i-sedan-executive-2011-_JM#position=28&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"1,13",320,i
Bmw X1 2.0 Sdrive 25i Xline 231cv,2017,47000,U$S,38000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920197845-bmw-x1-20-sdrive-25i-xline-231cv-2017-_JM#position=35&search_layout=grid&type=item&tracking_id=8d214433-6522-4e23-bb95-d9a6c29bab0d,"1,13",,
Bmw Serie 3 2.0 320i Sedan Executive,2016,71700,U$S,24900,Escobar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-921045449-bmw-320i-2016-_JM#position=34&search_layout=grid&type=item&tracking_id=71056db2-c4a2-450a-bc98-7ecd0fd27254,"1,13",320,i
Bmw Serie 1 2.5 125i Coupe Executive,2012,81000,U$S,22000,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-902092349-bmw-serie-1-25-125i-coupe-executive-_JM#position=39&search_layout=grid&type=item&tracking_id=6bfc6833-d49d-4746-947d-95813794a62f,"1,13",125,i
Bmw Serie 3 2.0 328i Luxury 245cv,2013,70000,U$S,25500,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-914143896-bmw-serie-3-20-328i-luxury-245cv-2013-_JM#position=47&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"1,13",328,i
Bmw X3 3.0 X3 Xdrive 35i M Package 306cv,2017,32000,U$S,55900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-921080042-bmw-x3-35-_JM#position=7&search_layout=grid&type=item&tracking_id=7ecbb697-c145-4310-8af8-de91e0849cd2,"1,13",,
Bmw Serie 5 4.4 550ia Premium 407cv Stept,2012,51000,U$S,35000,Escobar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-913955088-bmw-serie-5-2012-44-550ia-premium-407cv-stept-_JM#position=14&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"1,13",550,i
Bmw Serie 1 1351,2011,51000,U$S,35000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-897044279-bmw-serie-1-2011-_JM#position=44&search_layout=grid&type=item&tracking_id=0bc28108-d04c-4f57-b68f-c1564036a831,"1,13",,
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2013,65000,U$S,27500,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-913492421-bmw-serie-1-25-135i-coupe-sportive-306cv-_JM#position=34&search_layout=grid&type=item&tracking_id=8d214433-6522-4e23-bb95-d9a6c29bab0d,"1,13",135,i
